m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
22, 22, 1, 22, 1, 22, 10.362177
26, 26, 1, 26, 1, 26, 12.485763
30, 30, 1, 30, 1, 30, 14.935693
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 2, 1, 1, 2, 0.869565
6, 6, 6, 1, 1, 6, 5.343228
10, 10, 10, 1, 1, 10, 23.233301
14, 14, 14, 1, 1, 14, 34.818653
18, 18, 18, 1, 1, 18, 42.399128
22, 22, 22, 1, 1, 22, 234.666672
26, 26, 26, 1, 1, 26, 218.358017
30, 30, 30, 1, 1, 30, 250.580048
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 1, 2, 2, 1, 0.656186
6, 6, 1, 6, 6, 1, 10.510949
10, 10, 1, 10, 10, 1, 22.878931
14, 14, 1, 14, 14, 1, 34.715866
18, 18, 1, 18, 18, 1, 41.873989
22, 22, 1, 22, 22, 1, 48.950695
26, 26, 1, 26, 26, 1, 48.793983
30, 30, 1, 30, 30, 1, 51.625240
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 4, 2, 2, 2, 1.020191
6, 6, 12, 6, 6, 2, 4.169884
10, 10, 20, 10, 10, 2, 4.625169
14, 14, 28, 14, 14, 2, 6.441188
18, 18, 36, 18, 18, 2, 9.868021
22, 22, 44, 22, 22, 2, 12.682608
26, 26, 52, 26, 26, 2, 9.266091
30, 30, 60, 30, 30, 2, 20.865532
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 2, 1, 1, 2, 1.346424
6, 2, 2, 1, 1, 2, 3.269012
10, 2, 2, 1, 1, 2, 9.022556
14, 2, 2, 1, 1, 2, 11.052631
18, 2, 2, 1, 1, 2, 10.867925
22, 2, 2, 1, 1, 2, 12.123996
26, 2, 2, 1, 1, 2, 14.461182
30, 2, 2, 1, 1, 2, 18.297331
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
2, 2, 2, 1, 1, 2, 5.925926
2, 6, 6, 1, 1, 6, 17.454546
2, 10, 10, 1, 1, 10, 5.762305
2, 14, 14, 1, 1, 14, 8.057554
2, 18, 18, 1, 1, 18, 9.988440
2, 22, 22, 1, 1, 22, 12.193995
2, 26, 26, 1, 1, 26, 14.461182
2, 30, 30, 1, 1, 30, 16.666668
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 4, 1, 2.175637
8, 8, 8, 1, 8, 1, 4.123490
12, 12, 12, 1, 12, 1, 6.008345
16, 16, 16, 1, 16, 1, 7.019308
20, 20, 20, 1, 20, 1, 6.825939
24, 24, 24, 1, 24, 1, 7.851869
28, 28, 28, 1, 28, 1, 7.178939
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 1, 4, 1.286001
8, 8, 1, 8, 1, 8, 4.499121
12, 12, 1, 12, 1, 12, 6.039846
16, 16, 1, 16, 1, 16, 7.079157
20, 20, 1, 20, 1, 20, 8.210040
24, 24, 1, 24, 1, 24, 12.606237
28, 28, 1, 28, 1, 28, 14.060678
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 6.075949
8, 8, 8, 1, 1, 8, 17.434732
12, 12, 12, 1, 1, 12, 26.936867
16, 16, 16, 1, 1, 16, 37.056694
20, 20, 20, 1, 1, 20, 43.537415
24, 24, 24, 1, 1, 24, 53.810822
28, 28, 28, 1, 1, 28, 74.725975
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 4, 1, 5.217391
8, 8, 1, 8, 8, 1, 17.554287
12, 12, 1, 12, 12, 1, 27.781351
16, 16, 1, 16, 16, 1, 176.551712
20, 20, 1, 20, 20, 1, 210.989014
24, 24, 1, 24, 24, 1, 200.057892
28, 28, 1, 28, 28, 1, 231.439117
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 8, 4, 4, 2, 2.723404
8, 8, 16, 8, 8, 2, 4.121277
12, 12, 24, 12, 12, 2, 5.408451
16, 16, 32, 16, 16, 2, 8.224899
20, 20, 40, 20, 20, 2, 10.656011
24, 24, 48, 24, 24, 2, 14.919059
28, 28, 56, 28, 28, 2, 16.866261
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 4.648911
8, 4, 4, 1, 1, 4, 15.966737
12, 4, 4, 1, 1, 4, 18.701300
16, 4, 4, 1, 1, 4, 20.452730
20, 4, 4, 1, 1, 4, 87.671234
24, 4, 4, 1, 1, 4, 106.666672
28, 4, 4, 1, 1, 4, 111.074379
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 2.185544
4, 8, 8, 1, 1, 8, 9.253013
4, 12, 12, 1, 1, 12, 12.958381
4, 16, 16, 1, 1, 16, 17.066668
4, 20, 20, 1, 1, 20, 90.995262
4, 24, 24, 1, 1, 24, 106.175117
4, 28, 28, 1, 1, 28, 112.468620
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 4, 1, 2.217090
8, 8, 8, 1, 8, 1, 4.133477
12, 12, 12, 1, 12, 1, 6.032466
16, 16, 16, 1, 16, 1, 5.774436
20, 20, 20, 1, 20, 1, 6.843944
24, 24, 24, 1, 24, 1, 10.714618
28, 28, 28, 1, 28, 1, 11.740189
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 1, 4, 2.241681
8, 8, 1, 8, 1, 8, 6.695728
12, 12, 1, 12, 1, 12, 8.793893
16, 16, 1, 16, 1, 16, 9.019378
20, 20, 1, 20, 1, 20, 11.335459
24, 24, 1, 24, 1, 24, 11.897754
28, 28, 1, 28, 1, 28, 8.688987
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 4.836272
8, 8, 8, 1, 1, 8, 17.277840
12, 12, 12, 1, 1, 12, 27.537849
16, 16, 16, 1, 1, 16, 40.608063
20, 20, 20, 1, 1, 20, 59.962524
24, 24, 24, 1, 1, 24, 69.050949
28, 28, 28, 1, 1, 28, 95.270882
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 4, 1, 7.868853
8, 8, 1, 8, 8, 1, 28.444445
12, 12, 1, 12, 12, 1, 35.193481
16, 16, 1, 16, 16, 1, 40.688744
20, 20, 1, 20, 20, 1, 210.526321
24, 24, 1, 24, 24, 1, 201.222717
28, 28, 1, 28, 28, 1, 233.159851
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 8, 4, 4, 2, 2.969838
8, 8, 16, 8, 8, 2, 4.530973
12, 12, 24, 12, 12, 2, 6.680843
16, 16, 32, 16, 16, 2, 10.000000
20, 20, 40, 20, 20, 2, 12.740544
24, 24, 48, 24, 24, 2, 15.557055
28, 28, 56, 28, 28, 2, 19.391941
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 5.731343
8, 4, 4, 1, 1, 4, 9.253013
12, 4, 4, 1, 1, 4, 9.982669
16, 4, 4, 1, 1, 4, 25.263159
20, 4, 4, 1, 1, 4, 21.621622
24, 4, 4, 1, 1, 4, 21.984732
28, 4, 4, 1, 1, 4, 23.132530
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 4.764268
4, 8, 8, 1, 1, 8, 9.241877
4, 12, 12, 1, 1, 12, 13.016949
4, 16, 16, 1, 1, 16, 19.033457
4, 20, 20, 1, 1, 20, 23.587223
4, 24, 24, 1, 1, 24, 34.032494
4, 28, 28, 1, 1, 28, 42.065731
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 4, 1, 2.397004
8, 8, 8, 1, 8, 1, 8.930233
12, 12, 12, 1, 12, 1, 6.037736
16, 16, 16, 1, 16, 1, 5.756043
20, 20, 20, 1, 20, 1, 6.820119
24, 24, 24, 1, 24, 1, 10.044322
28, 28, 28, 1, 28, 1, 11.737991
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 1, 4, 2.242991
8, 8, 1, 8, 1, 8, 4.141278
12, 12, 1, 12, 1, 12, 6.073813
16, 16, 1, 16, 1, 16, 7.053961
20, 20, 1, 20, 1, 20, 33.994335
24, 24, 1, 24, 1, 24, 38.368027
28, 28, 1, 28, 1, 28, 35.461742
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 2.189282
8, 8, 8, 1, 1, 8, 7.596439
12, 12, 12, 1, 1, 12, 68.300392
16, 16, 16, 1, 1, 16, 102.400002
20, 20, 20, 1, 1, 20, 130.612244
24, 24, 24, 1, 1, 24, 201.222717
28, 28, 28, 1, 1, 28, 101.052635
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 4, 1, 6.981818
8, 8, 1, 8, 8, 1, 23.703703
12, 12, 1, 12, 12, 1, 29.488056
16, 16, 1, 16, 16, 1, 37.146309
20, 20, 1, 20, 20, 1, 43.855640
24, 24, 1, 24, 24, 1, 42.056587
28, 28, 1, 28, 28, 1, 48.110458
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 8, 4, 4, 2, 2.630137
8, 8, 16, 8, 8, 2, 4.130143
12, 12, 24, 12, 12, 2, 5.350673
16, 16, 32, 16, 16, 2, 6.450394
20, 20, 40, 20, 20, 2, 6.703910
24, 24, 48, 24, 24, 2, 7.135336
28, 28, 56, 28, 28, 2, 6.748682
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 4.800000
8, 4, 4, 1, 1, 4, 9.121140
12, 4, 4, 1, 1, 4, 12.828508
16, 4, 4, 1, 1, 4, 17.200449
20, 4, 4, 1, 1, 4, 18.695229
24, 4, 4, 1, 1, 4, 22.026770
28, 4, 4, 1, 1, 4, 25.263157
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 4.806007
4, 8, 8, 1, 1, 8, 9.297821
4, 12, 12, 1, 1, 12, 13.016949
4, 16, 16, 1, 1, 16, 17.355932
4, 20, 20, 1, 1, 20, 18.216318
4, 24, 24, 1, 1, 24, 21.797541
4, 28, 28, 1, 1, 28, 23.132530
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 4, 1, 1.285141
8, 8, 8, 1, 8, 1, 2.885049
12, 12, 12, 1, 12, 1, 6.010435
16, 16, 16, 1, 16, 1, 5.780412
20, 20, 20, 1, 20, 1, 6.808993
24, 24, 24, 1, 24, 1, 7.875577
28, 28, 28, 1, 28, 1, 7.175107
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 1, 4, 2.115702
8, 8, 1, 8, 1, 8, 4.149108
12, 12, 1, 12, 1, 12, 6.043015
16, 16, 1, 16, 1, 16, 7.093869
20, 20, 1, 20, 1, 20, 9.446030
24, 24, 1, 24, 1, 24, 13.397946
28, 28, 1, 28, 1, 28, 15.349976
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 7.342257
8, 8, 8, 1, 1, 8, 23.667181
12, 12, 12, 1, 1, 12, 29.948006
16, 16, 16, 1, 1, 16, 178.604660
20, 20, 20, 1, 1, 20, 210.989014
24, 24, 24, 1, 1, 24, 202.995590
28, 28, 28, 1, 1, 28, 234.906357
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 4, 1, 5.705795
8, 8, 1, 8, 8, 1, 16.860592
12, 12, 1, 12, 12, 1, 27.670135
16, 16, 1, 16, 16, 1, 37.056694
20, 20, 1, 20, 20, 1, 43.996334
24, 24, 1, 24, 24, 1, 41.878220
28, 28, 1, 28, 28, 1, 57.208878
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 8, 4, 4, 2, 1.314618
8, 8, 16, 8, 8, 2, 4.671533
12, 12, 24, 12, 12, 2, 5.344881
16, 16, 32, 16, 16, 2, 31.093117
20, 20, 40, 20, 20, 2, 32.290615
24, 24, 48, 24, 24, 2, 32.007412
28, 28, 56, 28, 28, 2, 33.220337
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 6.144000
8, 4, 4, 1, 1, 4, 10.000000
12, 4, 4, 1, 1, 4, 13.046433
16, 4, 4, 1, 1, 4, 17.123747
20, 4, 4, 1, 1, 4, 18.338108
24, 4, 4, 1, 1, 4, 22.068966
28, 4, 4, 1, 1, 4, 23.072962
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 4.842371
4, 8, 8, 1, 1, 8, 9.354445
4, 12, 12, 1, 1, 12, 13.896260
4, 16, 16, 1, 1, 16, 21.942856
4, 20, 20, 1, 1, 20, 30.141287
4, 24, 24, 1, 1, 24, 40.000000
4, 28, 28, 1, 1, 28, 50.621468
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 4, 1, 2.725337
8, 8, 8, 1, 8, 1, 6.491970
12, 12, 12, 1, 12, 1, 14.750320
16, 16, 16, 1, 16, 1, 14.179552
20, 20, 20, 1, 20, 1, 15.607218
24, 24, 24, 1, 24, 1, 17.162012
28, 28, 28, 1, 28, 1, 17.616329
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 1, 4, 3.851555
8, 8, 1, 8, 1, 8, 8.293736
12, 12, 1, 12, 1, 12, 14.877314
16, 16, 1, 16, 1, 16, 14.808387
20, 20, 1, 20, 1, 20, 13.340745
24, 24, 1, 24, 1, 24, 13.725179
28, 28, 1, 28, 1, 28, 10.678775
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 5.688889
8, 8, 8, 1, 1, 8, 19.057072
12, 12, 12, 1, 1, 12, 34.698795
16, 16, 16, 1, 1, 16, 58.016998
20, 20, 20, 1, 1, 20, 79.734215
24, 24, 24, 1, 1, 24, 86.779663
28, 28, 28, 1, 1, 28, 113.212990
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 4, 1, 3.757339
8, 8, 1, 8, 8, 1, 10.484642
12, 12, 1, 12, 12, 1, 34.594597
16, 16, 1, 16, 16, 1, 56.888889
20, 20, 1, 20, 20, 1, 75.709778
24, 24, 1, 24, 24, 1, 83.327309
28, 28, 1, 28, 28, 1, 113.554619
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 8, 4, 4, 2, 4.528302
8, 8, 16, 8, 8, 2, 7.055581
12, 12, 24, 12, 12, 2, 9.198829
16, 16, 32, 16, 16, 2, 9.414649
20, 20, 40, 20, 20, 2, 7.930607
24, 24, 48, 24, 24, 2, 7.842070
28, 28, 56, 28, 28, 2, 10.695770
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 4.873096
8, 4, 4, 1, 1, 4, 9.286577
12, 4, 4, 1, 1, 4, 12.842810
16, 4, 4, 1, 1, 4, 18.640776
20, 4, 4, 1, 1, 4, 23.616236
24, 4, 4, 1, 1, 4, 34.698795
28, 4, 4, 1, 1, 4, 42.531643
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 4.098186
4, 8, 8, 1, 1, 8, 6.168674
4, 12, 12, 1, 1, 12, 29.922079
4, 16, 16, 1, 1, 16, 39.896107
4, 20, 20, 1, 1, 20, 42.857143
4, 24, 24, 1, 1, 24, 51.200001
4, 28, 28, 1, 1, 28, 55.883579
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 4, 1, 2.577181
8, 8, 8, 1, 8, 1, 4.125705
12, 12, 12, 1, 12, 1, 6.037736
16, 16, 16, 1, 16, 1, 5.780412
20, 20, 20, 1, 20, 1, 8.046941
24, 24, 24, 1, 24, 1, 11.431406
28, 28, 28, 1, 28, 1, 13.681379
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 1, 4, 2.962963
8, 8, 1, 8, 1, 8, 4.521637
12, 12, 1, 12, 1, 12, 6.043015
16, 16, 1, 16, 1, 16, 7.083237
20, 20, 1, 20, 1, 20, 6.925907
24, 24, 1, 24, 1, 24, 10.411206
28, 28, 1, 28, 1, 28, 12.009957
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 5.289256
8, 8, 8, 1, 1, 8, 17.355932
12, 12, 12, 1, 1, 12, 27.127159
16, 16, 16, 1, 1, 16, 41.124500
20, 20, 20, 1, 1, 20, 60.000000
24, 24, 24, 1, 1, 24, 63.793266
28, 28, 28, 1, 1, 28, 96.591377
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 4, 1, 3.478261
8, 8, 1, 8, 8, 1, 9.516728
12, 12, 1, 12, 12, 1, 67.764709
16, 16, 1, 16, 16, 1, 102.059799
20, 20, 1, 20, 20, 1, 211.920517
24, 24, 1, 24, 24, 1, 200.057892
28, 28, 1, 28, 28, 1, 231.154785
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 8, 4, 4, 2, 4.201313
8, 8, 16, 8, 8, 2, 5.609934
12, 12, 24, 12, 12, 2, 5.845737
16, 16, 32, 16, 16, 2, 6.453104
20, 20, 40, 20, 20, 2, 6.700635
24, 24, 48, 24, 24, 2, 9.719468
28, 28, 56, 28, 28, 2, 12.298039
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 6.586621
8, 4, 4, 1, 1, 4, 10.955777
12, 4, 4, 1, 1, 4, 12.900336
16, 4, 4, 1, 1, 4, 82.580650
20, 4, 4, 1, 1, 4, 87.671234
24, 4, 4, 1, 1, 4, 22.026770
28, 4, 4, 1, 1, 4, 23.152454
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 4.818068
4, 8, 8, 1, 1, 8, 9.175628
4, 12, 12, 1, 1, 12, 12.958381
4, 16, 16, 1, 1, 16, 20.344372
4, 20, 20, 1, 1, 20, 26.966291
4, 24, 24, 1, 1, 24, 38.208954
4, 28, 28, 1, 1, 28, 46.106350
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 4, 1, 3.798219
8, 8, 8, 1, 8, 1, 6.007040
12, 12, 12, 1, 12, 1, 7.071824
16, 16, 16, 1, 16, 1, 6.290570
20, 20, 20, 1, 20, 1, 8.056395
24, 24, 24, 1, 24, 1, 9.965398
28, 28, 28, 1, 28, 1, 11.671008
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 1, 4, 1.445239
8, 8, 1, 8, 1, 8, 4.575514
12, 12, 1, 12, 1, 12, 7.688543
16, 16, 1, 16, 1, 16, 11.458411
20, 20, 1, 20, 1, 20, 13.203135
24, 24, 1, 24, 1, 24, 17.842024
28, 28, 1, 28, 1, 28, 19.360016
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 11.779141
8, 8, 8, 1, 1, 8, 43.636364
12, 12, 12, 1, 1, 12, 77.488785
16, 16, 16, 1, 1, 16, 121.422920
20, 20, 20, 1, 1, 20, 165.517242
24, 24, 24, 1, 1, 24, 165.358856
28, 28, 28, 1, 1, 28, 208.834625
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 4, 1, 10.971428
8, 8, 1, 8, 8, 1, 35.068493
12, 12, 1, 12, 12, 1, 53.006134
16, 16, 1, 16, 16, 1, 70.057014
20, 20, 1, 20, 20, 1, 73.903000
24, 24, 1, 24, 24, 1, 109.453682
28, 28, 1, 28, 28, 1, 108.387100
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 8, 4, 4, 2, 2.780594
8, 8, 16, 8, 8, 2, 10.260521
12, 12, 24, 12, 12, 2, 25.618977
16, 16, 32, 16, 16, 2, 30.983358
20, 20, 40, 20, 20, 2, 32.279758
24, 24, 48, 24, 24, 2, 22.434275
28, 28, 56, 28, 28, 2, 14.421706
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 3.558851
8, 4, 4, 1, 1, 4, 12.994924
12, 4, 4, 1, 1, 4, 17.401812
16, 4, 4, 1, 1, 4, 23.063063
20, 4, 4, 1, 1, 4, 29.447853
24, 4, 4, 1, 1, 4, 39.587631
28, 4, 4, 1, 1, 4, 47.323944
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 6.956522
4, 8, 8, 1, 1, 8, 12.885906
4, 12, 12, 1, 1, 12, 13.061225
4, 16, 16, 1, 1, 16, 21.363003
4, 20, 20, 1, 1, 20, 87.272728
4, 24, 24, 1, 1, 24, 103.318382
4, 28, 28, 1, 1, 28, 39.126637
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 4, 1, 2.168267
8, 8, 8, 1, 8, 1, 4.124597
12, 12, 12, 1, 12, 1, 5.982344
16, 16, 16, 1, 16, 1, 5.762521
20, 20, 20, 1, 20, 1, 6.804168
24, 24, 24, 1, 24, 1, 10.694724
28, 28, 28, 1, 28, 1, 13.051258
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 1, 4, 2.257496
8, 8, 1, 8, 1, 8, 4.106952
12, 12, 1, 12, 1, 12, 6.049361
16, 16, 1, 16, 1, 16, 7.053151
20, 20, 1, 20, 1, 20, 7.560841
24, 24, 1, 24, 1, 24, 11.113434
28, 28, 1, 28, 1, 28, 13.365535
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 11.228070
8, 8, 8, 1, 1, 8, 38.304237
12, 12, 12, 1, 1, 12, 51.659195
16, 16, 16, 1, 1, 16, 63.471073
20, 20, 20, 1, 1, 20, 63.074902
24, 24, 24, 1, 1, 24, 201.516037
28, 28, 28, 1, 1, 28, 236.679245
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 4, 1, 5.161291
8, 8, 1, 8, 8, 1, 16.879120
12, 12, 1, 12, 12, 1, 26.957878
16, 16, 1, 16, 16, 1, 37.168785
20, 20, 1, 20, 20, 1, 47.290642
24, 24, 1, 24, 24, 1, 53.026466
28, 28, 1, 28, 28, 1, 74.696304
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 8, 4, 4, 2, 3.160494
8, 8, 16, 8, 8, 2, 4.507042
12, 12, 24, 12, 12, 2, 5.322655
16, 16, 32, 16, 16, 2, 8.224899
20, 20, 40, 20, 20, 2, 9.729402
24, 24, 48, 24, 24, 2, 14.226613
28, 28, 56, 28, 28, 2, 15.668249
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 5.439094
8, 4, 4, 1, 1, 4, 8.213904
12, 4, 4, 1, 1, 4, 20.534758
16, 4, 4, 1, 1, 4, 22.959642
20, 4, 4, 1, 1, 4, 21.215469
24, 4, 4, 1, 1, 4, 21.654135
28, 4, 4, 1, 1, 4, 22.702702
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 4.746601
4, 8, 8, 1, 1, 8, 8.909513
4, 12, 12, 1, 1, 12, 12.590164
4, 16, 16, 1, 1, 16, 16.916300
4, 20, 20, 1, 1, 20, 19.551935
4, 24, 24, 1, 1, 24, 21.412640
4, 28, 28, 1, 1, 28, 22.994011
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 4, 1, 3.200000
8, 8, 8, 1, 8, 1, 4.893278
12, 12, 12, 1, 12, 1, 5.854650
16, 16, 16, 1, 16, 1, 8.872202
20, 20, 20, 1, 20, 1, 11.771918
24, 24, 24, 1, 24, 1, 12.840424
28, 28, 28, 1, 28, 1, 14.337092
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 1, 4, 4.444445
8, 8, 1, 8, 1, 8, 8.619529
12, 12, 1, 12, 1, 12, 11.458886
16, 16, 1, 16, 1, 16, 14.744421
20, 20, 1, 20, 1, 20, 16.385048
24, 24, 1, 24, 1, 24, 22.002228
28, 28, 1, 28, 1, 28, 19.375965
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 3.809524
8, 8, 8, 1, 1, 8, 21.333334
12, 12, 12, 1, 1, 12, 36.648994
16, 16, 16, 1, 1, 16, 86.292137
20, 20, 20, 1, 1, 20, 78.882500
24, 24, 24, 1, 1, 24, 86.346039
28, 28, 28, 1, 1, 28, 113.009010
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 4, 1, 9.871466
8, 8, 1, 8, 8, 1, 38.496239
12, 12, 1, 12, 12, 1, 68.571434
16, 16, 1, 16, 16, 1, 104.135597
20, 20, 1, 20, 20, 1, 138.728317
24, 24, 1, 24, 24, 1, 147.534683
28, 28, 1, 28, 28, 1, 191.804276
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 8, 4, 4, 2, 5.045992
8, 8, 16, 8, 8, 2, 14.143646
12, 12, 24, 12, 12, 2, 16.695652
16, 16, 32, 16, 16, 2, 18.102533
20, 20, 40, 20, 20, 2, 16.848017
24, 24, 48, 24, 24, 2, 16.115646
28, 28, 56, 28, 28, 2, 15.125402
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 5.462305
8, 4, 4, 1, 1, 4, 8.717366
12, 4, 4, 1, 1, 4, 21.735849
16, 4, 4, 1, 1, 4, 25.858587
20, 4, 4, 1, 1, 4, 26.337450
24, 4, 4, 1, 1, 4, 26.884480
28, 4, 4, 1, 1, 4, 24.660551
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 4.752475
4, 8, 8, 1, 1, 8, 8.909513
4, 12, 12, 1, 1, 12, 12.617744
4, 16, 16, 1, 1, 16, 16.463022
4, 20, 20, 1, 1, 20, 19.692308
4, 24, 24, 1, 1, 24, 29.425287
4, 28, 28, 1, 1, 28, 36.771545
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 4, 1, 2.196796
8, 8, 8, 1, 8, 1, 4.117962
12, 12, 12, 1, 12, 1, 5.983379
16, 16, 16, 1, 16, 1, 7.615271
20, 20, 20, 1, 20, 1, 9.261939
24, 24, 24, 1, 24, 1, 13.563580
28, 28, 28, 1, 28, 1, 14.915577
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 1, 4, 2.024249
8, 8, 1, 8, 1, 8, 4.112450
12, 12, 1, 12, 1, 12, 6.019857
16, 16, 1, 16, 1, 16, 7.052342
20, 20, 1, 20, 1, 20, 6.933411
24, 24, 1, 24, 1, 24, 39.317406
28, 28, 1, 28, 1, 28, 36.212471
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 2.162162
8, 8, 8, 1, 1, 8, 17.028824
12, 12, 12, 1, 1, 12, 26.605082
16, 16, 16, 1, 1, 16, 37.012051
20, 20, 20, 1, 1, 20, 43.656204
24, 24, 24, 1, 1, 24, 45.191238
28, 28, 28, 1, 1, 28, 61.130604
